semester,cgpa,attendance,average_marks,highest_marks,lowest_marks,target
3,9.01,100.0,91.79,96.98,83.56,Low
4,5.81,83.41,64.65,71.17,56.49,High
2,7.23,57.54,71.45,71.48,61.21,High
1,5.43,73.94,50.03,59.32,39.06,High
4,7.12,74.51,74.7,81.83,66.91,Moderate
7,5.82,83.76,68.15,75.15,58.41,Moderate
5,10.0,89.34,92.01,100.0,78.52,Low
2,10.0,89.32,98.0,100.0,95.0,Low
5,5.68,77.68,61.97,63.06,49.45,High
1,10.0,88.81,94.8,100.0,87.96,Low
2,7.14,92.5,79.72,87.88,75.03,Low
1,6.62,91.54,77.3,84.82,74.57,Moderate
5,6.99,100.0,83.79,95.08,73.52,Low
2,6.8,75.03,59.42,69.74,54.64,High
8,6.94,82.07,81.04,96.83,71.87,Moderate
3,8.48,81.39,83.37,98.15,70.86,Low
3,8.3,70.95,74.27,81.97,60.54,Moderate
7,7.95,92.04,63.24,75.25,48.87,Moderate
6,5.79,86.5,73.92,81.04,69.9,Moderate
6,6.51,68.11,65.91,79.15,60.48,High
2,6.6,71.52,59.2,71.95,52.47,High
4,8.5,74.56,90.58,100.0,82.96,Low
7,6.17,85.53,58.99,63.96,45.18,Moderate
8,6.82,53.19,77.17,82.2,63.49,Moderate
1,5.54,82.1,61.21,63.97,55.93,High
3,7.15,88.44,73.34,76.38,66.17,Moderate
7,9.88,88.84,98.0,98.53,87.59,Low
6,6.3,75.09,83.22,90.83,72.36,Moderate
4,8.41,85.74,77.68,93.6,59.98,Low
3,8.59,100.0,89.19,100.0,79.04,Low
7,9.78,82.74,78.97,94.86,71.62,Low
1,7.41,76.76,75.64,86.76,66.4,Moderate
4,7.25,83.01,75.3,78.12,62.6,Moderate
3,8.29,81.17,83.81,90.98,71.3,Low
1,7.25,70.2,75.04,83.71,71.48,Moderate
6,5.93,63.48,57.42,57.61,50.13,High
6,7.48,86.72,84.71,91.72,65.8,Moderate
7,10.0,100.0,91.55,98.78,88.79,Low
2,6.37,67.19,61.55,72.59,56.92,High
6,7.07,88.43,64.7,72.97,49.53,High
2,8.95,82.04,80.33,95.13,68.34,Low
8,5.98,95.72,75.28,83.65,67.1,Moderate
3,7.25,77.39,73.29,82.94,63.89,Moderate
7,7.54,74.03,71.77,77.88,59.96,Moderate
5,5.82,63.69,56.35,64.94,49.87,High
1,8.28,77.0,80.26,92.24,61.77,Moderate
1,6.12,79.06,70.82,82.75,69.14,High
2,7.6,61.99,68.44,78.98,59.56,Moderate
4,7.68,82.55,70.89,78.7,61.95,Moderate
4,8.85,99.47,98.0,100.0,89.25,Low
1,5.9,79.53,73.95,78.41,65.44,Moderate
3,5.17,54.76,49.59,50.77,48.2,High
4,8.54,69.94,97.84,100.0,94.43,Low
1,8.64,89.71,87.01,97.27,81.93,Low
3,8.33,73.22,86.51,97.93,83.05,Low
1,10.0,100.0,98.0,100.0,93.63,Low
5,7.95,86.82,67.7,79.85,60.21,Moderate
8,6.78,73.12,54.39,67.79,45.31,High
3,6.26,62.12,63.75,80.57,63.71,Moderate
8,7.79,71.02,71.79,74.26,65.31,Moderate
5,9.43,99.31,85.59,92.72,73.36,Low
4,8.77,89.25,88.54,100.0,79.64,Low
3,5.11,69.65,35.26,40.0,30.21,High
4,6.6,99.33,70.8,76.3,59.75,Moderate
8,9.02,86.95,77.46,80.44,65.58,Low
7,7.1,100.0,94.43,100.0,83.2,Low
1,8.37,81.76,82.71,91.43,76.3,Low
5,7.94,91.46,79.72,87.01,71.32,Low
1,7.89,76.76,75.19,87.22,65.89,Moderate
2,6.2,63.89,63.06,65.59,60.43,High
1,7.63,91.98,79.54,80.2,70.79,Low
2,8.83,100.0,86.9,88.7,76.81,Low
6,7.54,73.16,63.69,78.11,59.76,Moderate
1,6.83,82.93,64.35,69.85,54.47,Moderate
2,7.9,87.8,82.96,91.35,77.03,Low
4,6.41,84.03,56.52,67.02,46.31,High
1,6.9,61.22,57.57,58.51,46.94,High
8,6.37,70.08,62.26,64.34,54.48,High
7,8.38,97.57,86.92,94.57,75.78,Low
2,7.8,71.81,67.16,78.7,58.33,Moderate
2,9.94,79.74,90.2,100.0,80.69,Low
4,9.67,100.0,98.0,100.0,81.83,Low
7,8.16,93.32,90.79,100.0,81.04,Low
6,6.76,75.61,71.62,75.29,54.34,High
8,6.99,82.45,70.74,77.08,61.12,Moderate
5,4.24,74.65,50.72,57.62,45.91,High
1,7.04,78.65,58.57,69.42,51.96,High
4,8.74,69.42,69.47,77.31,59.84,Low
6,8.82,91.63,69.41,76.28,61.27,Low
1,7.49,81.59,70.03,87.08,63.17,Moderate
7,7.57,62.79,81.15,89.11,68.98,Moderate
8,8.0,56.49,92.85,97.84,85.52,Moderate
4,6.92,57.93,71.21,75.09,56.64,High
2,8.68,98.74,98.0,100.0,87.11,Low
3,7.29,79.29,77.2,83.95,75.77,Moderate
4,8.7,91.76,97.31,100.0,94.41,Low
3,8.42,76.36,97.11,99.6,93.43,Low
3,6.18,84.57,71.53,80.03,61.1,Moderate
7,8.65,94.93,87.12,92.66,79.59,Low
7,7.71,64.97,75.93,85.89,65.22,Moderate
2,6.19,71.33,66.69,73.6,57.63,High
2,8.82,92.13,89.4,98.84,85.98,Low
1,6.44,74.35,74.9,79.44,67.07,Moderate
3,6.64,81.9,72.93,81.21,67.74,Moderate
7,8.88,78.1,89.72,98.07,81.38,Low
1,8.1,89.46,88.61,91.67,75.11,Low
6,8.18,74.65,72.81,84.09,55.23,Moderate
7,7.34,90.97,82.85,94.98,74.15,Moderate
7,9.49,77.95,89.37,99.05,80.58,Low
4,7.12,78.72,75.05,80.86,66.71,Moderate
2,8.2,75.93,70.14,76.14,52.42,Moderate
8,9.2,80.02,79.0,85.77,70.17,Low
8,7.2,93.17,87.27,98.81,78.74,Low
3,8.73,90.33,87.33,90.1,77.93,Low
2,7.87,96.31,82.22,96.94,79.32,Low
3,7.72,59.28,76.79,88.73,64.24,Moderate
3,6.92,100.0,78.85,82.08,64.41,Low
7,6.29,57.6,71.44,73.57,70.79,High
3,7.83,93.12,84.95,94.11,73.77,Low
7,6.29,69.15,67.79,81.96,61.1,High
5,5.9,85.99,66.26,68.23,58.29,Moderate
2,6.75,89.73,83.84,95.87,75.99,Moderate
2,8.45,83.04,86.17,94.21,72.28,Low
1,4.0,65.26,37.87,47.32,29.61,High
6,8.1,90.29,80.48,91.59,65.86,Low
1,9.76,93.13,97.36,100.0,88.98,Low
5,8.27,91.29,88.58,90.63,79.07,Low
4,9.14,100.0,96.01,100.0,87.58,Low
4,6.7,94.19,74.23,81.78,70.99,Moderate
3,5.8,51.04,50.25,61.51,44.39,High
8,10.0,89.39,96.79,100.0,88.77,Low
8,6.01,67.36,50.16,64.54,36.91,High
2,7.66,67.75,62.02,69.95,39.94,High
7,4.67,69.39,57.21,65.07,48.72,High
1,7.7,79.13,81.7,90.18,73.53,Moderate
2,7.84,61.76,68.97,80.15,55.53,Moderate
8,8.29,88.0,80.02,92.2,68.21,Low
5,7.02,82.72,66.71,78.05,66.6,Moderate
3,7.19,61.97,63.28,70.79,53.8,High
5,8.3,96.39,85.43,94.78,71.97,Low
8,8.17,80.95,63.49,74.94,53.01,Moderate
5,7.75,91.41,69.76,76.8,59.4,Moderate
5,6.27,64.41,70.97,74.69,55.85,High
6,7.29,89.6,76.41,89.49,68.08,Moderate
4,4.86,88.62,49.04,59.2,41.68,High
8,6.44,70.62,52.6,62.14,42.6,High
8,7.04,82.77,62.24,66.95,60.39,Moderate
6,7.25,79.42,78.31,83.14,72.41,Moderate
4,5.96,75.82,63.57,72.32,61.9,Moderate
5,8.07,77.9,75.67,89.83,69.72,Moderate
8,7.38,84.9,79.79,90.16,72.55,Moderate
2,7.47,67.56,80.67,89.17,69.26,Moderate
3,7.9,91.43,76.13,87.19,66.48,Low
4,6.62,50.0,59.89,68.69,50.22,High
6,8.74,73.92,88.29,98.5,85.73,Low
1,7.24,83.85,74.77,83.34,64.66,Moderate
3,8.39,70.86,71.36,79.28,61.66,Moderate
7,8.6,77.28,90.38,99.11,80.86,Low
1,8.34,100.0,82.16,95.36,72.96,Low
1,5.64,74.18,59.2,66.31,53.46,High
7,7.41,100.0,77.1,85.32,75.14,Low
7,6.79,55.1,57.42,66.07,43.73,High
7,6.84,62.3,69.03,74.85,58.57,High
6,7.98,95.01,71.26,79.06,53.22,Low
1,10.0,100.0,87.42,88.34,74.35,Low
4,7.91,100.0,74.41,85.77,64.33,Low
6,8.45,100.0,88.72,98.54,78.6,Low
4,9.62,95.77,98.0,100.0,81.13,Low
6,7.43,77.96,80.95,96.92,73.09,Moderate
6,6.25,81.97,73.21,83.01,63.08,Moderate
8,9.65,86.86,83.46,87.93,75.6,Low
8,6.09,71.17,68.22,77.33,58.61,High
1,8.54,82.77,81.08,84.23,75.61,Low
1,7.33,80.55,64.21,74.57,53.63,Moderate
8,9.15,98.29,85.91,87.34,73.71,Low
7,4.97,74.67,43.55,54.03,36.53,High
1,7.02,65.09,67.1,71.15,58.29,Moderate
2,7.73,71.62,79.2,86.61,64.31,Moderate
6,7.48,91.28,83.61,89.17,72.83,Moderate
5,8.57,91.12,83.08,84.78,77.15,Low
7,7.0,100.0,74.88,88.67,65.94,Moderate
2,9.83,86.5,85.69,94.19,76.74,Low
6,8.82,76.57,84.8,95.99,73.4,Low
4,7.43,93.94,91.43,100.0,85.27,Low
5,7.72,74.64,78.6,89.8,70.04,Moderate
1,6.61,100.0,69.74,76.75,58.46,Moderate
6,7.31,80.81,63.27,65.59,56.73,Moderate
6,7.06,57.21,81.69,83.75,76.89,High
5,8.41,100.0,97.43,100.0,89.75,Low
3,9.85,73.34,83.37,92.8,74.68,Moderate
7,7.49,67.84,71.08,75.11,64.94,Moderate
8,6.57,71.7,75.69,83.06,64.85,High
4,7.39,88.51,71.22,72.44,63.91,Moderate
4,8.82,88.7,83.7,86.72,72.31,Low
8,8.69,83.56,95.03,100.0,88.1,Low
5,7.74,100.0,89.95,100.0,83.08,Low
3,6.79,81.04,69.8,75.68,61.14,Moderate
8,8.74,91.85,95.26,100.0,87.28,Low
7,7.61,84.66,82.67,91.08,71.35,Low
4,8.89,82.56,67.61,70.46,50.67,Moderate
1,7.0,100.0,80.24,90.39,64.97,Low
5,7.26,100.0,84.11,85.04,70.43,Low
4,5.93,93.65,61.45,66.56,58.03,High
2,6.67,69.38,57.21,67.91,44.66,High
6,8.43,87.92,75.0,85.64,67.27,Low
5,8.66,66.28,79.4,84.51,78.36,Moderate
3,6.37,88.77,71.05,79.07,63.55,Moderate
6,7.17,72.05,76.31,83.39,66.35,Moderate
5,6.15,78.97,78.79,88.95,66.86,Moderate
5,6.73,61.31,71.76,85.54,66.09,High
2,6.96,57.18,70.66,79.88,67.6,High
5,7.79,87.06,69.96,80.33,58.89,Moderate
4,8.1,94.45,82.51,92.26,73.4,Low
2,10.0,100.0,98.0,98.86,89.47,Low
4,8.04,69.06,80.19,83.73,69.58,Moderate
2,7.0,96.57,72.21,73.72,65.08,Moderate
4,7.72,89.53,79.5,83.05,76.04,Low
5,9.11,68.71,91.74,100.0,82.04,Low
5,5.97,76.09,61.82,70.63,48.37,High
5,5.96,100.0,56.22,72.14,48.74,High
3,8.38,86.3,86.39,100.0,74.75,Low
4,6.41,62.02,71.35,82.7,57.95,High
5,7.28,86.94,79.24,87.66,72.6,Low
6,6.19,75.99,63.12,71.66,51.15,High
5,6.83,60.53,63.42,66.17,54.89,High
7,6.94,93.4,65.18,75.29,54.81,Moderate
2,10.0,100.0,91.75,100.0,83.56,Low
1,9.93,66.3,83.54,87.63,72.5,Low
5,9.82,100.0,90.19,94.97,77.82,Low
3,8.43,83.03,98.0,100.0,93.7,Low
7,5.9,94.34,46.7,58.1,37.62,High
7,9.8,66.2,87.56,96.94,71.81,Low
1,6.96,71.16,73.22,79.48,58.6,Moderate
3,6.42,91.36,61.45,63.21,50.61,Moderate
5,7.88,89.47,90.99,91.26,83.41,Low
4,7.95,71.23,78.42,85.69,72.08,Moderate
3,7.63,87.94,66.67,73.81,54.08,Moderate
2,7.8,83.19,89.1,94.45,78.18,Low
7,6.03,72.33,67.51,76.21,55.25,High
2,7.2,86.71,67.58,73.85,60.56,Moderate
5,6.99,67.65,72.47,92.02,61.13,High
8,10.0,100.0,90.42,100.0,84.55,Low
3,7.89,64.63,78.55,83.67,65.73,Moderate
7,5.41,66.44,51.8,60.21,45.26,High
4,6.66,65.78,59.44,69.64,53.83,High
7,9.85,92.64,93.39,100.0,83.41,Low
5,6.1,100.0,59.21,63.25,50.08,Moderate
4,4.11,68.65,57.25,60.26,51.43,High
7,4.0,71.69,45.13,53.24,35.31,High
7,10.0,68.54,98.0,100.0,93.24,Low
5,8.57,56.37,79.16,82.39,77.89,Moderate
5,6.53,99.6,77.35,88.82,68.06,Moderate
4,6.35,69.83,62.74,77.93,48.6,High
8,7.61,78.97,77.64,79.59,67.34,Moderate
6,8.6,84.55,84.73,92.75,78.43,Low
5,7.73,88.49,80.31,90.64,70.37,Moderate
6,9.93,100.0,98.0,100.0,85.0,Low
7,5.24,60.26,37.24,48.47,27.13,High
6,7.6,91.74,87.34,97.53,80.95,Low
8,7.0,76.71,65.79,73.72,59.28,Moderate
4,5.95,74.53,57.82,59.63,49.77,High
6,7.4,76.88,67.46,74.94,60.5,Moderate
7,7.77,71.33,71.01,75.99,62.01,Moderate
3,7.34,60.13,64.09,70.63,59.95,High
1,7.54,96.09,77.15,85.54,68.98,Moderate
6,8.23,81.53,80.53,81.08,69.33,Moderate
8,9.31,100.0,95.23,100.0,83.39,Low
2,9.6,68.96,96.66,100.0,94.89,Low
3,7.87,80.2,81.45,90.06,67.8,Moderate
4,10.0,83.77,92.75,95.32,83.85,Low
7,6.76,69.97,71.05,80.01,55.88,High
8,8.87,100.0,98.0,100.0,90.75,Low
8,7.75,60.18,70.41,79.8,64.4,Moderate
4,6.78,89.28,63.39,68.07,57.0,Moderate
8,6.22,77.97,52.15,60.97,44.02,High
5,7.14,70.76,76.15,89.36,66.18,Moderate
5,8.3,100.0,91.36,100.0,70.13,Low
8,7.0,84.19,70.12,77.82,67.85,Moderate
8,9.39,90.29,81.92,91.57,75.39,Low
6,7.53,87.38,68.07,81.45,61.15,Moderate
7,7.64,82.17,82.89,87.46,68.94,Low
7,8.57,100.0,83.9,97.45,76.0,Low
3,6.96,85.43,69.46,77.26,58.06,Moderate
3,8.49,87.3,76.23,76.64,68.76,Low
1,5.88,96.01,66.54,71.74,51.24,High
2,8.95,100.0,82.71,90.93,71.83,Low
3,8.57,67.72,86.41,88.79,80.45,Low
3,9.86,74.65,82.96,87.93,76.39,Low
1,7.94,85.46,75.18,76.19,64.07,Moderate
7,6.34,86.04,72.12,82.18,58.16,Moderate
7,6.32,87.72,64.79,72.37,57.09,High
4,9.16,92.94,80.38,87.11,72.48,Low
2,10.0,100.0,98.0,100.0,87.56,Low
8,7.62,100.0,81.05,90.43,73.62,Low
4,7.2,80.82,68.56,69.01,57.89,Moderate
6,9.94,99.53,98.0,100.0,89.31,Low
5,7.93,95.08,71.0,78.53,70.07,Low
6,7.26,91.11,69.99,80.01,52.34,Moderate
3,5.45,89.16,65.42,76.0,52.17,Moderate
5,7.77,89.32,81.71,94.68,70.34,Low
2,10.0,84.41,88.72,94.77,73.59,Low
1,6.67,84.37,55.43,66.39,48.24,Moderate
6,7.94,90.95,75.11,81.88,62.21,Low
6,6.84,82.38,78.37,83.47,70.9,Moderate
8,8.38,83.1,87.54,100.0,71.13,Low
8,8.02,84.66,75.66,93.21,64.46,Low
4,10.0,78.12,88.64,99.54,76.32,Low
1,9.55,57.8,88.99,97.17,79.09,Low
1,7.82,100.0,83.19,86.11,73.32,Low
7,8.29,88.02,71.94,77.0,66.04,Low
6,6.67,81.03,85.56,85.97,74.52,Moderate
6,7.4,80.48,89.84,100.0,82.48,Low
6,6.98,100.0,72.31,78.08,59.28,Moderate
8,8.02,79.55,86.48,96.28,77.55,Low
4,8.83,75.4,88.46,100.0,79.97,Low
2,7.69,92.77,78.03,89.59,67.27,Low
6,7.57,78.94,85.06,92.07,67.17,Moderate
4,4.0,85.8,51.38,62.02,41.61,High
8,8.8,89.93,80.73,94.97,67.98,Low
6,8.93,74.88,85.08,100.0,80.01,Low
4,7.62,69.77,74.36,80.22,65.74,Moderate
3,6.64,72.2,60.11,69.35,50.29,High
8,6.7,61.21,74.9,83.7,63.92,Moderate
1,7.79,61.73,74.72,82.1,64.6,Moderate
4,8.17,80.2,78.97,88.79,68.09,Low
8,10.0,70.32,84.37,99.06,79.04,Low
2,6.39,81.41,64.65,67.09,51.09,High
7,6.81,86.41,83.08,96.88,75.15,Moderate
3,5.77,70.76,72.22,76.64,70.12,High
6,5.59,100.0,66.3,66.88,55.14,Moderate
6,7.6,66.57,68.41,81.93,58.52,High
8,8.4,100.0,86.03,95.26,82.08,Low
8,8.36,100.0,74.5,80.04,63.91,Low
2,7.03,53.16,65.37,81.68,57.18,High
5,5.14,81.56,69.67,69.88,60.55,Moderate
2,7.34,72.12,77.12,84.16,74.36,Moderate
1,7.55,70.05,65.47,67.21,60.2,High
4,8.79,74.07,98.0,99.48,87.87,Low
5,7.54,68.25,63.87,68.04,45.4,High
1,10.0,88.32,98.0,100.0,75.77,Low
3,8.04,88.53,72.29,84.5,62.54,Moderate
7,8.92,100.0,94.26,100.0,88.11,Low
5,6.94,80.95,84.82,90.4,77.64,Moderate
5,8.09,92.79,67.91,76.43,53.56,Moderate
4,9.3,100.0,84.39,93.17,68.58,Low
1,5.29,62.41,54.64,62.66,48.1,High
4,6.23,61.73,70.65,78.74,60.59,High
1,6.32,79.22,51.17,61.76,47.42,High
2,5.79,69.08,55.23,74.72,51.45,High
5,9.81,73.2,87.21,97.02,79.61,Low
2,6.27,79.26,65.66,67.03,50.66,High
4,6.63,73.96,78.14,86.14,70.42,Moderate
7,6.67,74.01,71.85,82.96,69.89,Moderate
7,8.18,88.07,98.0,100.0,88.06,Low
8,9.11,100.0,86.45,95.51,77.56,Low
7,9.15,60.77,83.12,92.62,73.9,Moderate
6,7.37,81.73,63.8,74.58,58.87,Moderate
6,6.82,88.47,77.38,79.03,69.1,Moderate
3,9.48,100.0,98.0,100.0,88.46,Low
6,7.66,100.0,96.79,100.0,86.54,Low
3,7.97,90.57,85.54,93.63,76.5,Low
5,7.87,84.33,91.29,100.0,84.38,Low
7,9.97,99.37,98.0,100.0,83.75,Low
7,6.67,93.9,72.3,80.65,66.16,Moderate
6,8.42,91.82,87.69,95.42,78.74,Low
5,8.11,84.29,83.66,91.91,70.01,Low
4,7.61,82.53,71.64,75.56,61.51,Moderate
1,7.66,69.42,74.87,83.44,67.29,Moderate
3,9.62,90.27,82.73,87.68,77.19,Low
5,6.21,55.72,69.07,72.97,57.15,High
3,6.04,82.77,84.7,93.22,78.5,Moderate
2,9.58,86.14,89.69,93.32,75.55,Low
6,8.89,99.18,88.08,98.52,83.52,Low
4,10.0,87.54,94.09,100.0,86.51,Low
4,6.84,98.62,62.1,65.91,57.74,Moderate
2,8.81,93.52,98.0,100.0,90.12,Low
1,7.62,95.04,72.89,82.18,62.57,Low
5,9.34,95.79,92.66,100.0,79.93,Low
5,8.95,68.22,89.28,90.13,86.08,Low
3,4.7,66.34,67.52,70.21,56.01,High
5,5.64,96.12,62.84,65.34,58.06,Moderate
5,8.2,99.87,86.62,95.38,77.12,Low
1,7.16,95.58,76.78,88.47,66.99,Moderate
3,8.27,86.12,76.64,78.61,68.66,Low
6,5.98,100.0,53.86,64.5,49.78,Moderate
6,6.88,76.91,66.92,74.09,59.06,Moderate
8,7.09,94.3,81.12,92.45,76.79,Low
7,6.58,54.82,73.12,86.63,61.23,High
1,7.58,91.5,67.18,74.68,53.2,Moderate
2,7.21,75.19,72.46,83.93,64.41,Moderate
4,8.51,75.31,82.14,90.31,75.33,Low
6,6.5,71.91,64.22,71.63,57.77,High
4,4.0,64.0,44.5,54.34,38.5,High
4,6.94,91.91,61.44,69.13,59.99,Moderate
6,9.2,70.79,74.21,83.09,68.87,Moderate
2,4.0,50.0,54.52,60.51,41.04,High
5,6.44,84.67,68.77,75.53,58.82,Moderate
4,5.63,79.79,58.97,64.03,47.68,High
1,8.73,89.82,88.01,95.4,73.16,Low
7,8.07,91.29,91.07,98.47,82.88,Low
4,8.78,100.0,77.54,86.65,64.82,Low
7,6.99,71.25,76.12,82.95,72.3,Moderate
7,8.42,100.0,85.59,93.92,76.5,Low
8,7.19,96.35,58.39,62.08,45.72,Moderate
1,7.05,74.92,72.58,85.87,59.81,Moderate
3,6.11,70.27,47.25,50.36,39.67,High
4,9.38,95.93,88.26,100.0,76.76,Low
1,8.84,100.0,74.21,82.09,69.83,Low
1,7.1,77.86,61.6,65.75,58.09,Moderate
4,5.99,83.8,54.73,63.34,46.33,High
2,9.42,98.29,91.69,100.0,89.09,Low
5,5.91,84.17,70.07,70.21,65.57,High
3,9.33,100.0,98.0,100.0,86.39,Low
3,7.96,82.66,71.1,81.93,61.82,Moderate
1,6.14,56.52,48.17,57.48,34.99,High
1,7.95,70.6,82.88,90.05,77.81,Moderate
4,8.66,85.61,75.44,87.29,74.1,Low
2,7.5,81.69,82.85,96.94,73.2,Moderate
4,7.63,96.58,66.03,67.42,63.31,Moderate
8,9.51,52.82,90.67,98.23,77.46,Low
4,6.25,73.54,74.35,74.57,68.78,High
2,7.87,82.7,81.16,84.34,76.11,Moderate
4,5.84,55.54,52.75,60.14,43.06,High
7,7.44,97.52,71.66,73.46,66.92,Moderate
2,8.6,82.19,85.44,93.28,74.49,Low
2,9.16,100.0,85.53,98.17,75.95,Low
4,6.34,95.38,76.84,84.17,58.81,Moderate
3,7.45,76.0,83.83,91.52,77.0,Moderate
3,7.53,93.88,87.31,93.29,81.71,Low
7,8.61,75.68,74.84,75.59,66.71,Moderate
7,8.36,88.09,93.31,100.0,81.13,Low
2,7.7,86.83,82.48,88.92,78.28,Low
4,8.62,81.84,91.87,97.81,78.56,Low
2,9.28,100.0,85.95,97.85,76.93,Low
6,8.59,88.27,76.3,78.53,64.11,Low
2,5.1,78.45,53.92,61.39,42.27,High
8,7.4,68.45,56.22,67.97,52.33,High
3,6.79,95.94,80.01,82.72,73.39,Low
8,10.0,60.35,90.2,99.84,80.5,Low
8,7.17,76.71,71.55,78.56,65.67,Moderate
7,8.62,100.0,84.88,91.74,79.63,Low
1,7.86,56.11,55.39,56.98,51.13,High
2,8.81,79.89,88.36,94.85,85.32,Low
8,7.09,80.75,76.35,89.25,64.81,Moderate
2,7.25,77.58,84.47,93.78,73.4,Moderate
5,7.7,92.36,87.47,96.0,76.02,Low
3,7.91,71.79,68.29,72.69,61.83,Moderate
7,4.96,71.84,46.81,53.14,38.69,High
5,8.88,91.85,86.8,100.0,77.72,Low
7,8.88,92.68,95.52,99.92,80.72,Low
7,7.29,83.6,74.49,83.1,70.35,Moderate
8,8.35,91.17,86.19,88.71,77.39,Low
7,8.01,87.04,84.4,91.09,76.5,Low
7,6.31,77.76,70.46,73.53,56.75,Moderate
8,7.71,75.4,63.82,75.49,59.61,Moderate
8,7.35,93.81,89.84,96.37,86.17,Low
5,6.99,74.92,78.05,88.2,75.43,Moderate
1,6.9,87.75,83.7,91.04,65.02,Moderate
4,7.14,76.78,67.67,74.37,53.86,High
5,5.76,67.03,66.84,78.59,53.51,High
7,7.48,94.59,73.76,87.35,68.92,Moderate
3,8.01,98.01,81.17,91.23,68.31,Low
6,10.0,59.4,98.0,100.0,95.0,Low
7,6.32,71.3,57.33,70.73,48.51,High
6,6.48,60.99,73.43,89.02,61.34,High
1,7.47,90.5,79.69,88.09,69.88,Low
1,6.3,84.32,67.44,79.81,54.49,High
3,7.07,100.0,84.14,91.85,69.62,Low
8,9.55,91.69,87.81,100.0,75.68,Low
8,5.49,71.3,54.97,65.52,43.81,High
3,8.59,95.41,75.1,83.35,62.66,Low
3,8.0,92.07,76.78,79.75,67.55,Low
7,6.64,78.63,77.62,85.03,66.2,Moderate
3,8.21,72.4,78.7,87.12,72.13,Moderate
6,7.24,73.73,71.42,76.9,65.05,Moderate
5,9.27,68.65,96.03,100.0,86.02,Low
8,6.34,68.25,63.46,74.4,58.04,High
6,7.45,83.83,69.48,70.53,66.51,Moderate
7,8.53,100.0,89.46,95.87,83.58,Low
2,10.0,93.52,98.0,100.0,88.19,Low
5,7.02,71.28,81.48,87.09,75.31,Moderate
1,6.47,70.75,58.76,65.07,50.75,High
7,8.64,100.0,87.12,94.01,79.22,Low
8,9.85,91.04,90.52,100.0,84.55,Low
6,8.41,92.05,91.1,94.25,86.39,Low
5,7.48,91.12,98.0,100.0,93.29,Low
8,6.89,93.86,77.62,81.61,66.59,Moderate
3,10.0,100.0,92.74,98.9,80.84,Low
6,9.84,87.83,91.15,91.53,83.83,Low
3,7.45,85.6,75.66,86.53,69.51,Low
5,6.74,100.0,67.99,75.76,61.95,Low
1,9.3,100.0,85.96,92.0,80.63,Low
3,5.72,63.87,61.53,78.06,42.03,High
5,7.76,65.47,80.11,86.3,67.62,Moderate
7,8.02,71.25,78.13,94.28,71.15,Moderate
3,6.61,85.82,63.34,67.39,52.33,Moderate
1,8.5,88.88,98.0,100.0,81.78,Low
6,7.87,73.64,81.77,89.7,78.23,Low
7,7.12,95.62,85.43,93.86,79.58,Low
4,9.56,83.38,86.4,100.0,85.28,Low
8,6.9,97.02,65.18,77.74,62.45,Moderate
3,7.99,75.7,84.13,93.6,75.63,Low
2,9.07,62.59,80.9,94.65,75.34,Moderate
4,9.16,78.05,72.34,79.1,59.05,Moderate
2,9.06,100.0,97.51,100.0,85.06,Low
5,9.12,89.64,85.42,88.6,76.14,Low
8,5.93,84.23,68.06,72.19,53.95,Moderate
1,7.7,80.26,79.95,81.4,70.2,Moderate
1,7.14,50.26,57.79,64.09,46.76,High
3,9.47,86.39,90.28,97.94,89.7,Low
3,7.12,65.74,73.65,83.81,68.09,Moderate
3,6.45,76.49,58.31,64.93,51.46,High
1,7.55,94.88,71.89,79.05,60.71,Moderate
2,6.89,85.22,72.09,82.34,60.61,Moderate
2,6.51,72.41,59.5,64.68,52.3,High
8,6.66,86.85,61.86,70.4,52.52,Moderate
6,9.09,78.53,96.02,100.0,88.49,Low
3,5.1,84.52,68.36,75.61,61.59,High
5,9.34,81.12,94.6,100.0,83.63,Low
8,6.48,85.81,71.52,78.77,61.32,Moderate
7,8.82,82.72,95.71,100.0,91.43,Low
2,7.35,86.62,90.93,97.68,86.26,Low
3,10.0,96.13,97.71,100.0,91.47,Low
6,7.27,71.57,70.9,79.29,56.62,Moderate
8,5.74,75.31,49.64,58.51,35.85,High
4,7.63,59.72,83.77,97.94,72.2,Moderate
7,8.09,88.86,91.64,98.43,74.8,Low
7,7.08,89.62,69.76,77.27,57.55,Moderate
1,9.3,97.47,86.37,100.0,75.13,Low
6,7.15,85.83,88.33,93.45,82.45,Moderate
2,8.54,69.59,86.06,94.63,80.09,Moderate
2,6.93,95.22,85.89,94.42,82.01,Low
2,7.47,71.29,77.64,90.18,73.57,Moderate
8,6.48,83.62,66.23,70.59,55.66,Moderate
7,10.0,100.0,98.0,100.0,91.67,Low
7,5.9,71.32,63.68,70.86,53.87,High
3,7.67,96.57,89.91,93.03,77.91,Low
2,6.89,84.82,78.98,93.35,62.67,Moderate
7,7.28,75.27,74.16,90.94,60.97,Moderate
4,9.17,84.75,88.84,97.39,75.65,Low
8,8.39,83.28,72.98,78.56,66.0,Low
7,10.0,80.02,98.0,100.0,88.44,Low
5,7.43,86.67,73.79,80.73,58.9,Moderate
5,7.33,76.07,87.06,90.4,78.38,Moderate
3,7.2,50.0,60.27,74.96,53.94,High
1,6.16,83.99,53.06,65.61,44.79,High
7,7.02,79.38,71.73,81.59,66.13,Moderate
